candidate_id,skill_name,assessment_score
CAND_0028228,Speech Recognition,75.4
CAND_0028228,Semantic Search,40.5
CAND_0028231,Feature Engineering,34.9
CAND_0028238,MLflow,48.2
CAND_0028240,Elasticsearch,74.4
CAND_0028251,Statistical Modeling,37.7
CAND_0028251,LLMs,51.4
CAND_0028252,MLOps,62.9
CAND_0028256,CNN,39.5
CAND_0028264,Image Classification,47.0
CAND_0028267,MLflow,51.7
CAND_0028269,Image Classification,64.6
CAND_0028271,Computer Vision,62.4
CAND_0028273,MLOps,24.9
CAND_0028274,Machine Learning,41.5
CAND_0028274,Speech Recognition,44.8
CAND_0028274,Kubeflow,71.7
CAND_0028275,NLP,30.0
CAND_0028276,CNN,29.3
CAND_0028284,Diffusion Models,26.8
CAND_0028287,Image Classification,47.0
CAND_0028287,OpenSearch,87.6
CAND_0028287,Pinecone,83.1
CAND_0028289,Computer Vision,35.3
CAND_0028291,Data Science,34.6
CAND_0028303,pgvector,75.7
CAND_0028303,Statistical Modeling,58.5
CAND_0028303,Reinforcement Learning,69.8
CAND_0028310,Computer Vision,60.1
CAND_0028312,Time Series,73.8
CAND_0028312,Diffusion Models,73.1
CAND_0028312,Learning to Rank,79.3
CAND_0028318,ASR,66.9
CAND_0028318,BentoML,85.6
CAND_0028320,Feature Engineering,65.3
CAND_0028320,GANs,50.2
CAND_0028320,LlamaIndex,44.4
CAND_0028321,Diffusion Models,45.0
CAND_0028329,OpenSearch,52.0
CAND_0028343,Weights & Biases,47.3
CAND_0028343,Vector Search,54.9
CAND_0028344,TTS,74.5
CAND_0028344,Fine-tuning LLMs,51.5
CAND_0028345,Learning to Rank,78.1
CAND_0028345,GANs,76.8
CAND_0028345,Image Classification,62.3
CAND_0028345,Prompt Engineering,48.0
CAND_0028345,Speech Recognition,73.8
CAND_0028352,LLMs,36.3
CAND_0028352,Weights & Biases,38.3
CAND_0028352,QLoRA,43.5
CAND_0028357,Vector Search,75.4
CAND_0028358,Image Classification,44.0
CAND_0028359,TTS,63.9
CAND_0028359,Data Science,31.4
CAND_0028365,GANs,41.5
CAND_0028373,TTS,29.5
CAND_0028375,Data Science,60.1
CAND_0028376,Sentence Transformers,35.4
CAND_0028377,Computer Vision,69.7
CAND_0028387,MLOps,36.2
CAND_0028391,GANs,45.5
CAND_0028391,CNN,63.4
CAND_0028392,Image Classification,65.6
CAND_0028396,Statistical Modeling,47.5
CAND_0028402,Kubeflow,64.0
CAND_0028402,Computer Vision,78.9
CAND_0028402,PEFT,53.5
CAND_0028402,Elasticsearch,37.7
CAND_0028403,BentoML,36.7
CAND_0028403,Diffusion Models,42.5
CAND_0028405,Feature Engineering,31.2
CAND_0028406,Weights & Biases,62.7
CAND_0028422,Pinecone,46.6
CAND_0028422,MLflow,49.2
CAND_0028422,Prompt Engineering,61.2
CAND_0028422,YOLO,79.1
CAND_0028425,Milvus,42.4
CAND_0028430,Speech Recognition,38.7
CAND_0028430,CNN,62.6
CAND_0028430,TTS,71.3
CAND_0028433,Forecasting,53.1
CAND_0028433,Reinforcement Learning,51.3
CAND_0028433,FAISS,58.4
CAND_0028433,Machine Learning,78.2
CAND_0028434,LLMs,55.6
CAND_0028436,Information Retrieval,28.7
CAND_0028437,Speech Recognition,34.9
CAND_0028439,Computer Vision,26.7
CAND_0028443,Semantic Search,63.5
CAND_0028446,Deep Learning,69.3
CAND_0028446,Weights & Biases,73.6
CAND_0028450,ASR,40.0
CAND_0028454,Elasticsearch,25.2
CAND_0028461,Diffusion Models,57.4
CAND_0028473,Python,39.3
CAND_0028486,Reinforcement Learning,32.2
CAND_0028490,RAG,28.5
CAND_0028503,Object Detection,45.2
CAND_0028508,Information Retrieval,34.8
CAND_0028515,Milvus,57.3
CAND_0028515,QLoRA,53.2
CAND_0028515,Diffusion Models,63.8
CAND_0028515,MLOps,55.2
CAND_0028519,Recommendation Systems,34.7
CAND_0028526,Fine-tuning LLMs,32.8
CAND_0028527,LangChain,56.0
CAND_0028529,BentoML,56.9
CAND_0028530,Forecasting,38.4
CAND_0028540,YOLO,71.7
CAND_0028548,MLOps,64.3
CAND_0028550,Weights & Biases,67.7
CAND_0028551,CNN,68.1
CAND_0028553,Recommendation Systems,60.6
CAND_0028553,TTS,55.9
CAND_0028556,OpenSearch,45.3
CAND_0028559,Object Detection,62.3
CAND_0028562,QLoRA,46.1
CAND_0028563,Diffusion Models,55.4
CAND_0028568,scikit-learn,32.0
CAND_0028568,Forecasting,45.7
CAND_0028571,Weights & Biases,29.7
CAND_0028575,Statistical Modeling,52.8
CAND_0028576,Time Series,70.4
CAND_0028579,TTS,48.8
CAND_0028581,GANs,21.6
CAND_0028582,MLflow,55.6
CAND_0028582,TTS,41.6
CAND_0028586,Fine-tuning LLMs,33.2
CAND_0028598,BentoML,37.8
CAND_0028598,Elasticsearch,40.3
CAND_0028598,Forecasting,69.8
CAND_0028598,Computer Vision,81.6
CAND_0028601,Data Science,74.0
CAND_0028602,Weights & Biases,36.1
CAND_0028604,Time Series,46.5
CAND_0028610,Recommendation Systems,43.9
CAND_0028613,Image Classification,25.8
CAND_0028617,PyTorch,70.7
CAND_0028618,Image Classification,57.9
CAND_0028618,MLOps,25.5
CAND_0028637,Time Series,51.6
CAND_0028641,CNN,60.4
CAND_0028647,Image Classification,53.0
CAND_0028648,Feature Engineering,64.7
CAND_0028652,Diffusion Models,48.9
CAND_0028658,Reinforcement Learning,58.5
CAND_0028658,Forecasting,62.5
CAND_0028661,Object Detection,66.6
CAND_0028662,MLOps,35.3
CAND_0028668,MLOps,49.7
CAND_0028675,Diffusion Models,36.4
CAND_0028679,Object Detection,41.6
CAND_0028682,GANs,68.7
CAND_0028682,Fine-tuning LLMs,37.2
CAND_0028689,YOLO,60.4
CAND_0028695,Time Series,42.6
CAND_0028707,Forecasting,42.3
CAND_0028709,Speech Recognition,30.7
CAND_0028711,Image Classification,37.1
CAND_0028711,BM25,74.2
CAND_0028712,Reinforcement Learning,60.4
CAND_0028715,NLP,28.7
CAND_0028717,Weights & Biases,25.6
CAND_0028717,Time Series,63.7
CAND_0028717,Weaviate,38.7
CAND_0028727,Kubeflow,21.2
CAND_0028729,MLOps,49.0
CAND_0028729,MLflow,39.3
CAND_0028729,Deep Learning,39.0
CAND_0028730,Hugging Face Transformers,65.4
CAND_0028739,Statistical Modeling,44.0
CAND_0028752,OpenCV,63.7
CAND_0028755,Kubeflow,51.8
CAND_0028755,LlamaIndex,72.9
CAND_0028755,CNN,52.5
CAND_0028755,BM25,47.9
CAND_0028755,Statistical Modeling,69.0
CAND_0028756,TTS,56.7
CAND_0028757,YOLO,25.5
CAND_0028761,Weights & Biases,60.8
CAND_0028762,Image Classification,32.4
CAND_0028768,MLflow,57.6
CAND_0028773,Forecasting,41.3
CAND_0028788,ASR,36.6
CAND_0028791,Diffusion Models,55.0
CAND_0028792,Data Science,53.3
CAND_0028793,Kubeflow,66.8
CAND_0028793,Embeddings,88.7
CAND_0028793,Haystack,85.1
CAND_0028800,pgvector,55.3
CAND_0028802,OpenCV,58.3
CAND_0028804,Vector Search,35.1
CAND_0028804,Semantic Search,54.5
CAND_0028806,BentoML,42.5
CAND_0028807,Data Science,55.1
CAND_0028807,Weights & Biases,74.8
CAND_0028807,Pinecone,46.8
CAND_0028810,OpenSearch,55.2
CAND_0028816,Reinforcement Learning,63.4
CAND_0028823,OpenCV,40.4
CAND_0028838,Data Science,40.9
CAND_0028838,Object Detection,87.7
CAND_0028838,Learning to Rank,59.5
CAND_0028842,Elasticsearch,52.7
CAND_0028844,MLOps,52.7
CAND_0028844,TensorFlow,62.6
CAND_0028848,MLflow,38.4
CAND_0028849,Statistical Modeling,44.1
CAND_0028850,Feature Engineering,39.7
CAND_0028854,Reinforcement Learning,56.4
CAND_0028855,Image Classification,53.7
CAND_0028868,LangChain,41.1
CAND_0028868,TTS,43.2
CAND_0028871,Embeddings,44.8
CAND_0028871,Learning to Rank,40.2
CAND_0028879,Hugging Face Transformers,38.1
CAND_0028879,Time Series,37.3
CAND_0028879,Reinforcement Learning,28.1
CAND_0028882,RAG,66.4
CAND_0028887,Diffusion Models,52.1
CAND_0028887,CNN,37.2
CAND_0028888,Weaviate,66.1
CAND_0028888,Hugging Face Transformers,77.9
CAND_0028889,Semantic Search,27.1
CAND_0028889,LoRA,58.3
CAND_0028903,NLP,38.8
CAND_0028903,ASR,57.1
CAND_0028903,Prompt Engineering,44.7
CAND_0028904,Forecasting,57.8
CAND_0028905,Diffusion Models,54.1
CAND_0028908,Learning to Rank,62.0
CAND_0028908,Forecasting,66.9
CAND_0028908,Feature Engineering,66.9
CAND_0028908,Qdrant,78.6
CAND_0028908,YOLO,82.2
CAND_0028912,Speech Recognition,38.5
CAND_0028917,Time Series,30.4
CAND_0028917,Computer Vision,68.7
CAND_0028922,pgvector,36.8
CAND_0028924,Time Series,47.8
CAND_0028925,BentoML,29.3
CAND_0028928,BentoML,41.4
CAND_0028928,FAISS,64.4
CAND_0028937,Haystack,68.2
CAND_0028948,Time Series,28.1
CAND_0028948,QLoRA,28.3
CAND_0028949,Haystack,44.8
CAND_0028952,Time Series,58.5
CAND_0028952,LLMs,59.4
CAND_0028963,YOLO,34.3
CAND_0028973,ASR,32.5
CAND_0028975,GANs,57.4
CAND_0028977,Computer Vision,23.4
CAND_0028978,Diffusion Models,28.8
CAND_0028980,YOLO,61.2
CAND_0028981,Recommendation Systems,71.6
CAND_0028982,Statistical Modeling,65.5
CAND_0028987,Time Series,71.7
CAND_0028987,Statistical Modeling,26.7
CAND_0028987,Recommendation Systems,63.6
CAND_0028988,Feature Engineering,57.2
CAND_0028993,MLOps,44.0
CAND_0029001,Reinforcement Learning,64.6
CAND_0029002,Image Classification,73.2
CAND_0029002,TTS,40.1
CAND_0029003,ASR,61.1
CAND_0029004,BM25,38.6
CAND_0029005,Data Science,26.3
CAND_0029005,Deep Learning,42.2
CAND_0029005,Time Series,73.3
CAND_0029008,ASR,34.3
CAND_0029013,BentoML,38.7
CAND_0029013,MLOps,61.5
CAND_0029013,GANs,67.9
CAND_0029014,FAISS,71.0
CAND_0029016,Forecasting,77.4
CAND_0029020,LLMs,58.5
CAND_0029021,Elasticsearch,26.9
CAND_0029024,RAG,81.9
CAND_0029024,MLflow,49.8
CAND_0029024,TTS,77.5
CAND_0029037,Prompt Engineering,63.3
CAND_0029037,Fine-tuning LLMs,69.1
CAND_0029037,MLOps,65.7
CAND_0029042,Speech Recognition,56.8
CAND_0029048,Information Retrieval,38.8
CAND_0029052,Time Series,62.3
CAND_0029053,Feature Engineering,36.3
CAND_0029053,TensorFlow,71.7
CAND_0029053,OpenCV,46.3
CAND_0029053,Computer Vision,40.0
CAND_0029053,Hugging Face Transformers,42.9
CAND_0029054,Computer Vision,69.6
CAND_0029059,MLflow,28.7
CAND_0029063,MLflow,40.5
CAND_0029064,MLOps,20.4
CAND_0029065,Statistical Modeling,30.9
CAND_0029069,MLOps,41.3
CAND_0029076,Sentence Transformers,75.5
CAND_0029076,BentoML,42.2
CAND_0029078,Image Classification,51.6
CAND_0029083,Statistical Modeling,30.8
CAND_0029083,Feature Engineering,69.7
CAND_0029088,GANs,38.7
CAND_0029090,OpenCV,28.1
CAND_0029091,Feature Engineering,58.2
CAND_0029092,OpenSearch,38.6
CAND_0029094,BentoML,47.7
CAND_0029096,Haystack,54.0
CAND_0029096,LangChain,39.4
CAND_0029100,Time Series,57.2
CAND_0029100,Deep Learning,35.8
CAND_0029100,Speech Recognition,45.3
CAND_0029100,Machine Learning,51.2
CAND_0029107,MLOps,58.7
CAND_0029107,Weights & Biases,38.0
CAND_0029107,Diffusion Models,34.5
CAND_0029114,Reinforcement Learning,51.2
CAND_0029117,CNN,48.0
CAND_0029117,Time Series,53.2
CAND_0029117,PEFT,50.0
CAND_0029120,Weights & Biases,41.2
CAND_0029122,BentoML,71.5
CAND_0029124,LlamaIndex,78.7
CAND_0029124,Learning to Rank,36.3
CAND_0029124,OpenCV,39.9
CAND_0029128,Qdrant,73.3
CAND_0029128,Weights & Biases,55.2
CAND_0029128,YOLO,74.7
CAND_0029128,Kubeflow,66.5
CAND_0029135,BentoML,70.1
CAND_0029135,Diffusion Models,46.3
CAND_0029135,Fine-tuning LLMs,83.0
CAND_0029136,MLflow,71.8
CAND_0029140,MLOps,38.6
CAND_0029141,Computer Vision,63.2
CAND_0029141,Feature Engineering,33.4
CAND_0029141,Kubeflow,75.4
CAND_0029149,Statistical Modeling,74.0
CAND_0029149,Haystack,67.7
CAND_0029149,LLMs,63.8
CAND_0029154,Object Detection,31.8
CAND_0029157,Computer Vision,36.3
CAND_0029157,BentoML,59.9
CAND_0029159,Hugging Face Transformers,63.2
CAND_0029159,NLP,29.3
CAND_0029164,Vector Search,73.7
CAND_0029164,Kubeflow,62.7
CAND_0029176,BentoML,23.1
CAND_0029177,Diffusion Models,70.8
CAND_0029178,TTS,50.6
CAND_0029183,Computer Vision,64.5
CAND_0029187,ASR,32.5
CAND_0029193,LangChain,27.0
CAND_0029195,Object Detection,52.5
CAND_0029195,Vector Search,56.3
CAND_0029195,Image Classification,77.9
CAND_0029213,GANs,55.9
CAND_0029213,Time Series,81.1
CAND_0029213,RAG,77.3
CAND_0029220,scikit-learn,54.3
CAND_0029220,OpenSearch,73.7
CAND_0029230,Diffusion Models,42.2
CAND_0029230,Statistical Modeling,37.7
CAND_0029230,ASR,42.1
CAND_0029232,Statistical Modeling,48.8
CAND_0029232,Time Series,65.1
CAND_0029232,Learning to Rank,77.3
CAND_0029232,YOLO,46.2
CAND_0029232,LlamaIndex,74.3
CAND_0029238,Reinforcement Learning,48.9
CAND_0029238,Kubeflow,58.7
CAND_0029239,Kubeflow,56.2
CAND_0029242,MLflow,64.6
CAND_0029242,PyTorch,67.3
CAND_0029244,Object Detection,44.2
CAND_0029248,LlamaIndex,64.1
CAND_0029248,MLflow,54.3
CAND_0029249,Data Science,62.3
CAND_0029251,Data Science,44.9
CAND_0029254,ASR,47.9
CAND_0029257,YOLO,26.9
CAND_0029262,YOLO,69.0
CAND_0029264,Learning to Rank,36.7
CAND_0029269,OpenCV,76.8
CAND_0029269,Fine-tuning LLMs,64.2
CAND_0029275,Reinforcement Learning,40.5
CAND_0029292,MLOps,48.8
CAND_0029294,Diffusion Models,53.6
CAND_0029295,YOLO,37.2
CAND_0029299,Time Series,60.5
CAND_0029299,CNN,71.4
CAND_0029299,TensorFlow,53.8
CAND_0029299,pgvector,32.3
CAND_0029300,BentoML,49.2
CAND_0029301,Forecasting,74.9
CAND_0029302,Image Classification,27.8
CAND_0029307,LoRA,33.5
CAND_0029311,Weights & Biases,35.0
CAND_0029311,MLflow,28.0
CAND_0029321,Statistical Modeling,27.5
CAND_0029326,YOLO,25.2
CAND_0029331,Kubeflow,37.9
CAND_0029334,Time Series,60.9
CAND_0029336,Information Retrieval,82.5
CAND_0029336,CNN,51.4
CAND_0029339,Recommendation Systems,41.6
CAND_0029340,Milvus,56.5
CAND_0029344,ASR,33.0
CAND_0029345,NLP,26.8
CAND_0029345,Machine Learning,26.8
CAND_0029348,Image Classification,24.8
CAND_0029350,Embeddings,72.2
CAND_0029352,Object Detection,42.0
CAND_0029359,Forecasting,28.8
CAND_0029361,BM25,79.4
CAND_0029361,Computer Vision,41.9
CAND_0029361,YOLO,73.5
CAND_0029361,BentoML,47.2
CAND_0029361,GANs,61.9
CAND_0029362,Kubeflow,42.3
CAND_0029362,Forecasting,36.6
CAND_0029362,MLOps,37.5
CAND_0029362,Statistical Modeling,35.9
CAND_0029363,Embeddings,73.7
CAND_0029366,Speech Recognition,48.8
CAND_0029366,Fine-tuning LLMs,79.0
CAND_0029366,MLOps,79.2
CAND_0029367,GANs,78.1
CAND_0029367,Haystack,90.0
CAND_0029367,MLflow,87.7
CAND_0029367,TensorFlow,65.9
CAND_0029367,QLoRA,85.5
CAND_0029379,Time Series,39.6
CAND_0029388,scikit-learn,61.3
CAND_0029394,YOLO,24.2
CAND_0029396,Milvus,42.4
CAND_0029403,LLMs,69.0
CAND_0029403,Image Classification,77.7
CAND_0029413,BentoML,73.2
CAND_0029423,Time Series,77.6
CAND_0029425,YOLO,53.5
CAND_0029437,Reinforcement Learning,76.6
CAND_0029437,Kubeflow,37.0
CAND_0029439,QLoRA,71.2
CAND_0029439,Feature Engineering,76.4
CAND_0029439,MLOps,42.9
CAND_0029439,Qdrant,83.8
CAND_0029439,Speech Recognition,74.3
CAND_0029446,Time Series,36.4
CAND_0029446,Pinecone,70.0
CAND_0029446,Diffusion Models,38.6
CAND_0029448,TTS,50.2
CAND_0029449,Fine-tuning LLMs,44.9
CAND_0029449,Vector Search,69.9
CAND_0029449,OpenCV,66.7
CAND_0029449,Data Science,65.8
CAND_0029449,Forecasting,44.1
CAND_0029452,MLOps,51.6
CAND_0029452,TTS,63.4
CAND_0029455,MLflow,39.6
CAND_0029459,Computer Vision,44.4
CAND_0029462,Object Detection,36.7
CAND_0029469,Forecasting,29.7
CAND_0029472,Time Series,51.0
CAND_0029474,Object Detection,44.0
CAND_0029480,BM25,64.4
CAND_0029485,Semantic Search,70.4
CAND_0029486,Forecasting,55.1
CAND_0029493,BentoML,37.1
CAND_0029494,Feature Engineering,33.5
CAND_0029495,Forecasting,62.5
CAND_0029496,Diffusion Models,80.2
CAND_0029498,LangChain,36.5
CAND_0029498,Vector Search,28.1
CAND_0029501,Vector Search,50.9
CAND_0029501,CNN,25.6
CAND_0029504,Feature Engineering,27.8
CAND_0029506,BentoML,37.9
CAND_0029516,Kubeflow,58.3
CAND_0029521,PEFT,46.4
CAND_0029521,Haystack,52.7
CAND_0029523,LLMs,54.9
CAND_0029524,Data Science,44.5
CAND_0029533,Kubeflow,66.6
CAND_0029538,OpenCV,75.5
CAND_0029538,OpenSearch,32.7
CAND_0029542,Data Science,21.7
CAND_0029549,Prompt Engineering,29.0
CAND_0029551,Learning to Rank,45.7
CAND_0029551,Computer Vision,67.7
CAND_0029551,Image Classification,70.3
CAND_0029555,Data Science,37.2
CAND_0029558,TTS,35.3
CAND_0029561,Computer Vision,37.9
CAND_0029561,Deep Learning,79.6
CAND_0029566,Semantic Search,50.8
CAND_0029566,Haystack,77.3
CAND_0029567,OpenCV,53.5
CAND_0029570,Object Detection,50.3
CAND_0029570,MLOps,76.6
CAND_0029572,YOLO,34.7
CAND_0029580,Statistical Modeling,56.2
CAND_0029584,YOLO,70.9
CAND_0029585,Information Retrieval,67.3
CAND_0029596,Diffusion Models,55.0
CAND_0029600,Fine-tuning LLMs,81.9
CAND_0029602,Sentence Transformers,45.9
CAND_0029602,QLoRA,78.2
CAND_0029602,TTS,76.9
CAND_0029606,Image Classification,39.3
CAND_0029611,Image Classification,60.7
CAND_0029613,LlamaIndex,80.0
CAND_0029613,BentoML,55.3
CAND_0029614,Weights & Biases,74.8
CAND_0029614,ASR,45.5
CAND_0029615,Diffusion Models,77.2
CAND_0029616,Statistical Modeling,71.1
CAND_0029623,Statistical Modeling,53.6
CAND_0029624,LangChain,46.8
CAND_0029628,YOLO,26.6
CAND_0029632,Statistical Modeling,54.3
CAND_0029633,GANs,61.5
CAND_0029634,MLOps,52.2
CAND_0029634,Object Detection,76.7
CAND_0029636,CNN,54.7
CAND_0029636,scikit-learn,47.7
CAND_0029638,Speech Recognition,69.0
CAND_0029640,Forecasting,30.2
CAND_0029642,MLflow,57.0
CAND_0029648,Object Detection,42.3
CAND_0029648,Time Series,29.4
CAND_0029663,MLflow,26.5
CAND_0029667,Kubeflow,60.2
CAND_0029671,Statistical Modeling,54.7
CAND_0029671,MLOps,62.0
CAND_0029671,Prompt Engineering,63.8
CAND_0029671,Embeddings,59.4
CAND_0029671,Qdrant,86.6
CAND_0029674,Object Detection,70.0
CAND_0029677,ASR,64.2
CAND_0029678,Computer Vision,54.0
CAND_0029686,MLOps,31.9
CAND_0029689,ASR,31.4
CAND_0029696,Statistical Modeling,31.4
CAND_0029697,OpenCV,36.9
CAND_0029698,Time Series,44.2
CAND_0029708,Computer Vision,78.5
CAND_0029710,Qdrant,49.7
CAND_0029710,Feature Engineering,68.4
CAND_0029710,LlamaIndex,64.6
CAND_0029710,MLflow,48.7
CAND_0029714,Kubeflow,52.9
CAND_0029714,Statistical Modeling,66.1
CAND_0029716,Forecasting,77.5
CAND_0029716,BentoML,72.4
CAND_0029716,PyTorch,46.7
CAND_0029719,Kubeflow,49.8
CAND_0029719,Pinecone,56.3
CAND_0029733,Diffusion Models,36.7
CAND_0029734,QLoRA,69.3
CAND_0029740,Kubeflow,50.4
CAND_0029749,Hugging Face Transformers,76.3
CAND_0029749,Object Detection,51.2
CAND_0029761,Time Series,39.4
CAND_0029761,PEFT,61.8
CAND_0029761,Kubeflow,51.2
CAND_0029766,TTS,20.6
CAND_0029768,Data Science,48.1
CAND_0029768,Machine Learning,42.4
CAND_0029768,GANs,38.5
CAND_0029771,Data Science,54.9
CAND_0029772,Kubeflow,26.8
CAND_0029776,Pinecone,48.5
CAND_0029781,ASR,64.6
CAND_0029786,Feature Engineering,49.7
CAND_0029786,CNN,51.5
CAND_0029786,Reinforcement Learning,72.1
CAND_0029786,Deep Learning,34.2
CAND_0029789,Feature Engineering,72.4
CAND_0029789,Sentence Transformers,31.8
CAND_0029790,CNN,39.1
CAND_0029795,LlamaIndex,64.6
CAND_0029795,YOLO,61.9
CAND_0029796,Statistical Modeling,77.8
CAND_0029796,PEFT,63.4
CAND_0029796,ASR,40.7
CAND_0029796,Fine-tuning LLMs,58.8
CAND_0029796,Learning to Rank,46.6
CAND_0029797,Computer Vision,46.4
CAND_0029797,Python,72.9
CAND_0029801,Machine Learning,67.4
CAND_0029801,OpenCV,51.5
CAND_0029810,MLOps,60.9
CAND_0029810,LLMs,55.0
CAND_0029814,NLP,30.1
CAND_0029817,Computer Vision,60.2
CAND_0029819,TTS,67.3
CAND_0029822,MLOps,62.1
CAND_0029824,OpenCV,78.5
CAND_0029835,Speech Recognition,69.2
CAND_0029849,Feature Engineering,52.5
CAND_0029850,Reinforcement Learning,27.5
CAND_0029850,Weights & Biases,25.5
CAND_0029860,BM25,68.4
CAND_0029860,Object Detection,34.3
CAND_0029863,Time Series,75.9
CAND_0029870,Statistical Modeling,47.4
CAND_0029871,Forecasting,52.8
CAND_0029873,ASR,38.3
CAND_0029873,LLMs,55.3
CAND_0029874,Diffusion Models,30.6
CAND_0029890,Elasticsearch,37.7
CAND_0029890,Semantic Search,72.5
CAND_0029893,Data Science,63.0
CAND_0029895,Time Series,38.0
CAND_0029896,MLflow,73.4
CAND_0029897,Qdrant,47.4
CAND_0029897,YOLO,67.0
CAND_0029914,Statistical Modeling,70.3
CAND_0029925,Diffusion Models,71.8
CAND_0029928,BentoML,68.4
CAND_0029928,TensorFlow,41.6
CAND_0029928,Kubeflow,52.6
CAND_0029931,OpenCV,39.0
CAND_0029934,TTS,27.1
CAND_0029939,TensorFlow,77.8
CAND_0029939,OpenCV,51.7
CAND_0029939,YOLO,77.9
CAND_0029940,GANs,30.9
CAND_0029943,MLOps,45.8
CAND_0029948,GANs,68.2
CAND_0029951,Object Detection,52.7
CAND_0029958,NLP,37.9
CAND_0029961,Pinecone,68.6
CAND_0029961,pgvector,33.8
CAND_0029968,Statistical Modeling,61.1
CAND_0029971,Speech Recognition,68.5
CAND_0029971,MLOps,61.9
CAND_0029971,Recommendation Systems,51.7
CAND_0029972,ASR,46.9
CAND_0029974,BentoML,43.3
CAND_0029978,Feature Engineering,40.8
CAND_0029980,OpenCV,67.3
CAND_0029981,Image Classification,62.2
CAND_0029981,Weights & Biases,41.3
CAND_0029981,Sentence Transformers,42.2
CAND_0029990,Feature Engineering,25.2
CAND_0029991,Weaviate,73.3
CAND_0029991,Diffusion Models,61.1
CAND_0029997,MLflow,32.0
CAND_0030000,ASR,52.7
CAND_0030004,TensorFlow,40.2
CAND_0030004,Statistical Modeling,37.0
CAND_0030010,OpenSearch,67.8
CAND_0030015,Deep Learning,65.1
CAND_0030018,LangChain,74.1
CAND_0030018,Image Classification,43.3
CAND_0030018,YOLO,45.6
CAND_0030029,Object Detection,31.7
CAND_0030031,Information Retrieval,53.7
CAND_0030031,PyTorch,91.0
CAND_0030031,Object Detection,77.3
CAND_0030031,Python,53.9
CAND_0030031,NLP,63.5
CAND_0030034,Diffusion Models,40.8
CAND_0030036,Weights & Biases,60.2
CAND_0030037,NLP,33.0
CAND_0030037,Feature Engineering,48.1
CAND_0030039,Milvus,72.1
CAND_0030045,Weights & Biases,49.0
CAND_0030045,Time Series,71.9
CAND_0030045,ASR,58.5
CAND_0030047,Feature Engineering,24.6
CAND_0030048,Hugging Face Transformers,37.4
CAND_0030048,Milvus,67.6
CAND_0030049,FAISS,62.7
CAND_0030051,Time Series,63.6
CAND_0030061,LlamaIndex,49.8
CAND_0030061,Qdrant,35.4
CAND_0030061,Diffusion Models,76.8
CAND_0030062,Forecasting,22.2
CAND_0030073,MLOps,42.9
CAND_0030076,Forecasting,46.1
CAND_0030076,ASR,81.0
CAND_0030084,OpenSearch,41.7
CAND_0030094,YOLO,66.2
CAND_0030100,Speech Recognition,24.5
CAND_0030103,Computer Vision,43.1
CAND_0030106,BentoML,59.9
CAND_0030115,TensorFlow,27.7
CAND_0030118,ASR,47.5
CAND_0030122,Speech Recognition,50.7
CAND_0030124,Forecasting,45.5
CAND_0030125,Data Science,27.7
CAND_0030131,Forecasting,54.8
CAND_0030131,OpenCV,50.7
CAND_0030131,Sentence Transformers,77.4
CAND_0030138,TTS,73.1
CAND_0030147,Data Science,45.3
CAND_0030155,FAISS,70.9
CAND_0030155,Diffusion Models,67.0
CAND_0030155,Hugging Face Transformers,65.8
CAND_0030165,OpenCV,32.1
CAND_0030167,Pinecone,52.8
CAND_0030170,ASR,35.1
CAND_0030173,TTS,54.0
CAND_0030175,YOLO,69.3
CAND_0030175,LlamaIndex,69.5
CAND_0030175,MLOps,37.3
CAND_0030178,Data Science,71.7
CAND_0030178,MLOps,36.8
CAND_0030178,FAISS,80.8
CAND_0030180,ASR,56.7
CAND_0030182,Pinecone,59.4
CAND_0030182,Kubeflow,46.8
CAND_0030190,Fine-tuning LLMs,64.2
CAND_0030190,OpenCV,53.8
CAND_0030197,Diffusion Models,68.9
CAND_0030197,OpenCV,34.8
CAND_0030200,MLflow,30.9
CAND_0030201,OpenCV,53.6
CAND_0030202,Feature Engineering,29.0
CAND_0030207,Hugging Face Transformers,56.8
CAND_0030207,LoRA,47.8
CAND_0030207,Elasticsearch,52.8
CAND_0030208,OpenCV,39.5
CAND_0030218,OpenCV,25.6
CAND_0030219,Statistical Modeling,63.4
CAND_0030219,Computer Vision,75.8
CAND_0030219,Image Classification,72.6
CAND_0030227,Prompt Engineering,66.4
CAND_0030227,Weights & Biases,54.8
CAND_0030232,CNN,57.0
CAND_0030233,Prompt Engineering,72.4
CAND_0030234,OpenCV,41.9
CAND_0030234,Milvus,28.4
CAND_0030234,Haystack,30.1
CAND_0030237,Weights & Biases,59.9
CAND_0030250,Statistical Modeling,77.6
CAND_0030251,BentoML,39.5
CAND_0030254,TensorFlow,72.3
CAND_0030258,PyTorch,42.7
CAND_0030266,LLMs,74.4
CAND_0030266,Reinforcement Learning,44.3
CAND_0030281,YOLO,51.4
CAND_0030293,Time Series,49.7
CAND_0030293,Python,48.1
CAND_0030298,Feature Engineering,49.7
CAND_0030298,Data Science,45.3
CAND_0030300,Pinecone,46.4
CAND_0030307,TTS,48.0
CAND_0030307,MLflow,36.2
CAND_0030324,Reinforcement Learning,60.0
CAND_0030324,Object Detection,72.2
CAND_0030324,ASR,39.7
CAND_0030324,LoRA,62.6
CAND_0030327,MLflow,67.5
CAND_0030329,Diffusion Models,65.2
CAND_0030331,Kubeflow,31.1
CAND_0030332,Speech Recognition,55.2
