candidate_id,cert_order,name,issuer,year
CAND_0018728,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0018730,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0018736,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0018742,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018744,1,Six Sigma Green Belt,ASQ,2020
CAND_0018744,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0018746,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0018746,2,Six Sigma Green Belt,ASQ,2023
CAND_0018751,1,Six Sigma Green Belt,ASQ,2024
CAND_0018751,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0018758,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018758,2,Six Sigma Green Belt,ASQ,2021
CAND_0018770,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0018770,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0018775,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0018775,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0018779,1,Six Sigma Green Belt,ASQ,2019
CAND_0018779,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018785,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0018785,2,Six Sigma Green Belt,ASQ,2024
CAND_0018786,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0018786,2,Six Sigma Green Belt,ASQ,2025
CAND_0018787,1,Six Sigma Green Belt,ASQ,2023
CAND_0018789,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0018798,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0018829,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0018830,1,Six Sigma Green Belt,ASQ,2018
CAND_0018840,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0018841,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0018844,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0018844,2,Six Sigma Green Belt,ASQ,2018
CAND_0018852,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0018853,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0018853,2,Six Sigma Green Belt,ASQ,2022
CAND_0018856,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0018857,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0018857,2,Six Sigma Green Belt,ASQ,2020
CAND_0018858,1,Six Sigma Green Belt,ASQ,2019
CAND_0018858,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0018862,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0018862,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0018863,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0018863,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0018867,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0018867,2,Six Sigma Green Belt,ASQ,2022
CAND_0018869,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0018878,1,Six Sigma Green Belt,ASQ,2024
CAND_0018882,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0018882,2,Six Sigma Green Belt,ASQ,2023
CAND_0018890,1,Six Sigma Green Belt,ASQ,2021
CAND_0018890,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0018900,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018905,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0018907,1,Six Sigma Green Belt,ASQ,2023
CAND_0018914,1,Six Sigma Green Belt,ASQ,2019
CAND_0018914,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0018916,1,Six Sigma Green Belt,ASQ,2023
CAND_0018916,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0018920,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0018934,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0018937,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0018940,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0018942,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0018943,1,Six Sigma Green Belt,ASQ,2022
CAND_0018943,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0018948,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0018948,2,Six Sigma Green Belt,ASQ,2025
CAND_0018950,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0018951,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0018955,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0018955,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0018957,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0018957,2,Six Sigma Green Belt,ASQ,2025
CAND_0018961,1,NLP Specialization,Coursera/DeepLearning.AI,2022
CAND_0018961,2,LangChain for LLM Application Development,DeepLearning.AI,2025
CAND_0018968,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0018968,2,Six Sigma Green Belt,ASQ,2023
CAND_0018969,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0018971,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018975,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0018977,1,Six Sigma Green Belt,ASQ,2022
CAND_0018981,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0018989,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0018993,1,Six Sigma Green Belt,ASQ,2023
CAND_0018998,1,Six Sigma Green Belt,ASQ,2023
CAND_0018999,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0018999,2,Six Sigma Green Belt,ASQ,2022
CAND_0019008,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019011,1,Six Sigma Green Belt,ASQ,2023
CAND_0019014,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019014,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019016,1,Six Sigma Green Belt,ASQ,2022
CAND_0019020,1,Six Sigma Green Belt,ASQ,2018
CAND_0019020,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019023,1,Six Sigma Green Belt,ASQ,2023
CAND_0019039,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019040,1,Six Sigma Green Belt,ASQ,2022
CAND_0019041,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019042,1,Six Sigma Green Belt,ASQ,2018
CAND_0019048,1,Six Sigma Green Belt,ASQ,2025
CAND_0019048,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019049,1,Six Sigma Green Belt,ASQ,2024
CAND_0019055,1,Six Sigma Green Belt,ASQ,2023
CAND_0019060,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019062,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019067,1,Six Sigma Green Belt,ASQ,2022
CAND_0019067,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019069,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019069,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019070,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019070,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0019071,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019071,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019072,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019072,2,Six Sigma Green Belt,ASQ,2025
CAND_0019077,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019077,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0019082,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019082,2,Six Sigma Green Belt,ASQ,2020
CAND_0019084,1,Six Sigma Green Belt,ASQ,2025
CAND_0019084,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019087,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019087,2,Six Sigma Green Belt,ASQ,2023
CAND_0019090,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019098,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019100,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019110,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019118,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019118,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019127,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019127,2,Six Sigma Green Belt,ASQ,2019
CAND_0019135,1,Six Sigma Green Belt,ASQ,2024
CAND_0019135,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019138,1,Six Sigma Green Belt,ASQ,2024
CAND_0019148,1,Six Sigma Green Belt,ASQ,2020
CAND_0019150,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019151,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019151,2,Six Sigma Green Belt,ASQ,2025
CAND_0019153,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019156,1,Six Sigma Green Belt,ASQ,2025
CAND_0019161,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019161,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0019169,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019172,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019172,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0019181,1,Six Sigma Green Belt,ASQ,2022
CAND_0019181,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0019183,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019186,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019187,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019187,2,Six Sigma Green Belt,ASQ,2025
CAND_0019188,1,Six Sigma Green Belt,ASQ,2023
CAND_0019188,2,Scrum Master Certified,Scrum Alliance,2021
CAND_0019193,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019196,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019196,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019200,1,NLP Specialization,Coursera/DeepLearning.AI,2019
CAND_0019202,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019202,2,Six Sigma Green Belt,ASQ,2022
CAND_0019203,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019204,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019204,2,Six Sigma Green Belt,ASQ,2024
CAND_0019212,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019213,1,Six Sigma Green Belt,ASQ,2023
CAND_0019216,1,Six Sigma Green Belt,ASQ,2019
CAND_0019232,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019232,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0019233,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019233,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019236,1,Six Sigma Green Belt,ASQ,2024
CAND_0019241,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019244,1,Six Sigma Green Belt,ASQ,2025
CAND_0019246,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019246,2,Six Sigma Green Belt,ASQ,2023
CAND_0019247,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019247,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019256,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019256,2,Six Sigma Green Belt,ASQ,2019
CAND_0019259,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019259,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019260,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019260,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0019263,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019269,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019272,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019273,1,Six Sigma Green Belt,ASQ,2025
CAND_0019273,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019282,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019282,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019284,1,Six Sigma Green Belt,ASQ,2025
CAND_0019286,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019287,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019289,1,Six Sigma Green Belt,ASQ,2021
CAND_0019289,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0019293,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019295,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019295,2,Six Sigma Green Belt,ASQ,2019
CAND_0019296,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019303,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019304,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019304,2,Six Sigma Green Belt,ASQ,2019
CAND_0019305,1,Six Sigma Green Belt,ASQ,2023
CAND_0019305,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0019306,1,Six Sigma Green Belt,ASQ,2025
CAND_0019306,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019307,1,Six Sigma Green Belt,ASQ,2019
CAND_0019310,1,Six Sigma Green Belt,ASQ,2023
CAND_0019310,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019313,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019313,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019317,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019317,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019328,1,Six Sigma Green Belt,ASQ,2024
CAND_0019328,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0019333,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019333,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019346,1,Six Sigma Green Belt,ASQ,2019
CAND_0019346,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0019347,1,Six Sigma Green Belt,ASQ,2025
CAND_0019347,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019350,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019350,2,Six Sigma Green Belt,ASQ,2025
CAND_0019359,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019359,2,Six Sigma Green Belt,ASQ,2020
CAND_0019365,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019374,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019374,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0019375,1,Six Sigma Green Belt,ASQ,2023
CAND_0019376,1,Six Sigma Green Belt,ASQ,2018
CAND_0019379,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019379,2,Six Sigma Green Belt,ASQ,2018
CAND_0019382,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019383,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019384,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019384,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019386,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019394,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019395,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019395,2,Six Sigma Green Belt,ASQ,2018
CAND_0019398,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019398,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019400,1,Six Sigma Green Belt,ASQ,2019
CAND_0019400,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019402,1,Six Sigma Green Belt,ASQ,2022
CAND_0019418,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019420,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019420,2,Six Sigma Green Belt,ASQ,2025
CAND_0019421,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019421,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0019429,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019429,2,Six Sigma Green Belt,ASQ,2018
CAND_0019432,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019432,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019436,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019436,2,Six Sigma Green Belt,ASQ,2025
CAND_0019440,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019440,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019442,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019442,2,Six Sigma Green Belt,ASQ,2021
CAND_0019451,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019453,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019463,1,Six Sigma Green Belt,ASQ,2024
CAND_0019463,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019466,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019467,1,Six Sigma Green Belt,ASQ,2018
CAND_0019469,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019470,1,Six Sigma Green Belt,ASQ,2025
CAND_0019478,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019482,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019482,2,Six Sigma Green Belt,ASQ,2024
CAND_0019486,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019486,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019487,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019489,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019492,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019492,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019493,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019493,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019494,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019494,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0019495,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019504,1,Six Sigma Green Belt,ASQ,2018
CAND_0019506,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019506,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019509,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019509,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019521,1,Six Sigma Green Belt,ASQ,2024
CAND_0019529,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019530,1,Six Sigma Green Belt,ASQ,2023
CAND_0019532,1,Six Sigma Green Belt,ASQ,2018
CAND_0019535,1,Six Sigma Green Belt,ASQ,2025
CAND_0019537,1,Six Sigma Green Belt,ASQ,2025
CAND_0019537,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019541,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019542,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019544,1,Six Sigma Green Belt,ASQ,2019
CAND_0019547,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019553,1,Six Sigma Green Belt,ASQ,2019
CAND_0019558,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019558,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019559,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019560,1,Six Sigma Green Belt,ASQ,2019
CAND_0019562,1,Six Sigma Green Belt,ASQ,2023
CAND_0019562,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019563,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019571,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019571,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019579,1,Six Sigma Green Belt,ASQ,2022
CAND_0019579,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019580,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019587,1,Six Sigma Green Belt,ASQ,2018
CAND_0019587,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0019593,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019596,1,Six Sigma Green Belt,ASQ,2023
CAND_0019599,1,Six Sigma Green Belt,ASQ,2022
CAND_0019613,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019613,2,Six Sigma Green Belt,ASQ,2022
CAND_0019614,1,Six Sigma Green Belt,ASQ,2020
CAND_0019617,1,Six Sigma Green Belt,ASQ,2022
CAND_0019617,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019619,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019624,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019624,2,Six Sigma Green Belt,ASQ,2022
CAND_0019625,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019626,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019631,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019633,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019633,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019635,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019637,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019637,2,Six Sigma Green Belt,ASQ,2023
CAND_0019641,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019642,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019642,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019643,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019647,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019660,1,Six Sigma Green Belt,ASQ,2022
CAND_0019660,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0019662,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019666,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019667,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019668,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019670,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019676,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019679,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019680,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019680,2,Six Sigma Green Belt,ASQ,2024
CAND_0019686,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019694,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019696,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019696,2,Six Sigma Green Belt,ASQ,2025
CAND_0019698,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0019698,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019699,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019699,2,Six Sigma Green Belt,ASQ,2021
CAND_0019701,1,Six Sigma Green Belt,ASQ,2021
CAND_0019701,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019705,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019705,2,Six Sigma Green Belt,ASQ,2023
CAND_0019706,1,Six Sigma Green Belt,ASQ,2025
CAND_0019706,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019712,1,Six Sigma Green Belt,ASQ,2025
CAND_0019712,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019715,1,Six Sigma Green Belt,ASQ,2022
CAND_0019720,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019722,1,Six Sigma Green Belt,ASQ,2021
CAND_0019723,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019723,2,Six Sigma Green Belt,ASQ,2021
CAND_0019724,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019724,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019725,1,Six Sigma Green Belt,ASQ,2023
CAND_0019725,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0019728,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019730,1,Six Sigma Green Belt,ASQ,2022
CAND_0019746,1,Six Sigma Green Belt,ASQ,2023
CAND_0019751,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0019752,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0019757,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019759,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019762,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019762,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019767,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019767,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019768,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019768,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0019770,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019770,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019773,1,Six Sigma Green Belt,ASQ,2023
CAND_0019773,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0019774,1,Six Sigma Green Belt,ASQ,2023
CAND_0019774,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0019778,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019778,2,Six Sigma Green Belt,ASQ,2023
CAND_0019779,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0019786,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019790,1,Six Sigma Green Belt,ASQ,2023
CAND_0019794,1,Six Sigma Green Belt,ASQ,2019
CAND_0019794,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0019797,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019798,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019799,1,Six Sigma Green Belt,ASQ,2022
CAND_0019805,1,Six Sigma Green Belt,ASQ,2022
CAND_0019805,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0019807,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019808,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019810,1,Six Sigma Green Belt,ASQ,2021
CAND_0019812,1,Six Sigma Green Belt,ASQ,2025
CAND_0019814,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019825,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019825,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0019826,1,Six Sigma Green Belt,ASQ,2021
CAND_0019828,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019829,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019833,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0019847,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0019849,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0019849,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019851,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0019852,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019852,2,Six Sigma Green Belt,ASQ,2022
CAND_0019854,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019855,1,Six Sigma Green Belt,ASQ,2020
CAND_0019859,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019859,2,Six Sigma Green Belt,ASQ,2020
CAND_0019860,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019864,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019868,1,Six Sigma Green Belt,ASQ,2025
CAND_0019869,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0019869,2,Six Sigma Green Belt,ASQ,2024
CAND_0019872,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0019872,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0019873,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019873,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0019882,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0019884,1,Six Sigma Green Belt,ASQ,2019
CAND_0019884,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0019886,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0019890,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0019890,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0019892,1,Six Sigma Green Belt,ASQ,2023
